cc11,ht11,cc20,cc_deg,class
30.574235667623217,37.04227240725009,39.50991888682047,1.5262192069159615,nonpac
35.78395792128569,50.51976331829276,3.79923754252509,31.984720379176544,nonpac
53.269602201991994,68.12518956841974,3.618150911025646,49.91041919043918,nonpac
18.296085097703067,23.376216872518714,48.071981786092124,3.0217603810628257,nonpac
36.57318810059156,77.18604174463046,31.600201332277507,5.645558344513686,nonpac
43.41781131104156,71.8335111097856,38.07076742420089,5.549857285063146,nonpac
51.63326357663801,62.23612386167091,29.101491198557593,22.727432993913858,nonpac
60.53568389477301,78.88626356850283,44.825799863486544,15.709884035279513,nonpac
35.45337543975034,59.1668565886801,36.37453097673265,5.661342517357569,nonpac
42.9861989844755,82.41163821545949,9.87447274918537,33.111726232321864,nonpac
56.08552833711527,67.02778463603231,12.898216577974145,49.848863526539894,nonpac
34.108719207653195,54.093835821704104,11.769549261715452,24.064392842937874,nonpac
9.454106594918489,15.74191810704079,8.96450055688053,3.562211970412686,nonpac
67.62084754363524,58.51745888176949,39.31904874883787,28.145623129226742,nonpac
32.50526694359683,43.48878244012698,28.365501410836806,3.053493111942721,nonpac
24.576492601874318,47.704272050501494,24.031270524191726,3.6792425822690538,nonpac
28.536233313667633,45.51619097542613,27.6563046542565,0.8799286594111355,nonpac
17.54461082520466,39.64591094152615,19.54480872390127,8.088683761893229,nonpac
37.85073011003003,64.0246717156186,34.5420255173376,3.6685863610512155,nonpac
42.10342291704502,55.596692261118584,42.731011824311,1.9421087975949167,nonpac
54.85586396050487,68.25877868603507,46.75198616473203,9.560864771279789,nonpac
45.231757384028235,77.48382386128614,42.630331335780774,3.71314926088042,nonpac
55.269503764480625,85.2158094181186,26.21564021377395,29.351758503246728,nonpac
38.25879648795315,59.82038138418638,28.845827585611588,13.45055326070541,nonpac
42.57412889630996,71.48125826588729,42.19867932865385,3.4761545242700174,nonpac
45.69726799076862,60.87188954768556,46.77686789858815,3.4296068355737144,nonpac
33.07841674581076,32.135526439483066,23.66150770492205,10.310892613728841,nonpac
37.71148295778539,70.33578843930678,26.235069223514714,11.509918932317436,nonpac
44.73079843547832,65.82218033258988,18.264940205048152,28.628298693816973,nonpac
19.663109155971842,13.421718195546744,26.08581217900055,3.953187643065095,nonpac
21.240003663115203,29.923822028562427,7.295379014646329,17.150797722831605,nonpac
38.095786877895925,79.81157750880465,35.15035420381236,2.9424169105870916,nonpac
26.4311904567817,37.08579968374589,27.30427067471402,1.4056275027138847,nonpac
52.1700654652097,81.50917413396097,42.291721831550625,10.331192666676875,nonpac
26.756997533312195,31.06628690605197,29.779618974906118,3.3802018309358375,nonpac
54.09299380189917,90.16344816765088,0.6870082348919986,53.40598557772261,nonpac
30.819463291081444,58.797000231873014,25.137149766167216,6.928570680227296,nonpac
48.77803836701553,61.83699566088435,39.867634945921175,11.502491228993929,nonpac
20.0052850017501,30.41208326901887,20.178736029608736,5.135973831596498,nonpac
36.83762670660776,54.16800706348722,26.72082639334211,12.822121743661949,nonpac
34.880311354672415,52.74119026346466,26.942079510464026,10.6226715944611,nonpac
48.15672388271684,76.56161845545267,42.82346424884351,5.374077862404123,nonpac
54.40481337449472,67.40105827555153,48.990804712171744,5.414008660991959,nonpac
37.26983132757133,52.97722392386947,39.83556705071201,4.475217873761492,nonpac
47.47958822882562,77.76980698697153,46.4515962434159,2.148458279527854,nonpac
49.25960845441479,65.55156389783498,0.7513072914362785,47.363688585234854,nonpac
59.72865869222063,78.25854227248203,28.218773241233826,31.23032983856201,nonpac
35.46477662510416,41.1701834930545,35.82028906472736,3.224430827744218,nonpac
53.55279499487867,60.93652220763947,11.029095247258516,43.71754356510731,nonpac
42.25470800386358,66.69455971405759,38.50090431106602,5.242837790331226,nonpac
23.092459033416812,32.11850221997346,25.894709616144265,7.942424090052674,nonpac
24.139672079705228,41.57714058615824,6.2312156474922755,30.917677963397416,nonpac
18.940556938377664,45.038369983185,12.689305735205984,6.946267695882213,nonpac
31.60740285490862,45.21086266731895,30.679522117634587,1.0905898202269457,nonpac
44.77736287739571,65.59183675797966,39.455804250906176,7.543846693984023,nonpac
56.74854862579747,83.46166865037857,23.56981925790697,36.58096485398427,nonpac
44.92472702793034,62.888888644573164,40.114381858428494,5.35046413611952,nonpac
43.25796407331135,62.23647784364635,7.397465661989772,37.17499989226749,nonpac
60.07479006826541,98.76425409586416,42.43504176180587,17.869788307070394,nonpac
15.42716701390106,26.28578346743088,3.0120998365538463,21.491462627337093,nonpac
54.89006320316242,74.97158200409817,13.775017329534137,41.34815673552748,nonpac
38.71054662191598,59.781436669624455,12.354420812309316,27.695866893667034,nonpac
48.92159890979412,45.40788370599217,10.964421242267102,44.44321147878687,nonpac
55.579958375594686,84.89363948498367,39.52538140452992,16.075257289539685,nonpac
47.97067057623691,68.79361221431928,46.23557435085899,2.4135499136788505,nonpac
52.15821514142949,83.38123052401386,39.67280404793628,12.881245570530066,nonpac
53.272098575938834,76.72509549547742,42.813972284743834,10.458126296196784,nonpac
42.7563433850136,45.30703216387688,29.133010597552282,14.35662225802617,nonpac
16.52139071207239,29.88530491003894,11.811768142332005,10.74064503380015,nonpac
39.1147096969712,67.86015634402423,7.412469411400615,32.056092527293536,nonpac
69.29203768309684,84.13308142805808,36.03734650665785,34.46780461177062,nonpac
47.72764374439482,76.95133623973689,12.88063625204663,34.860167719132406,nonpac
36.54698883455764,47.34987208109266,30.011720095025865,7.825514443087996,nonpac
55.47480258025692,65.57018025042647,50.984001401882445,5.409755847054598,nonpac
45.983297411464314,79.92042303426412,40.23121064856671,6.545761385778973,nonpac
30.883264310622867,43.8528665395192,29.39685677216116,1.9656296864137301,nonpac
48.15563962680846,54.19078501145988,10.436397340394278,41.04605151624126,nonpac
51.75789305453357,76.82950153869928,3.0268971780061222,48.719942686026286,nonpac
63.953043893094005,94.20748776251506,35.15905613909214,28.79398772804702,nonpac
23.791518189827993,30.929664769808674,20.87091714087522,4.935182425660907,nonpac
21.736753910947737,23.89610256794722,38.75180151358069,4.342578625774004,nonpac
61.51598500440109,84.45010204142153,47.62959095623272,14.409848657419907,nonpac
54.558092833085496,74.39065211209383,37.741615314784134,20.497597257889325,nonpac
36.93524925504794,48.30449773887431,29.642143221381758,7.4272379806573445,nonpac
55.41227769818409,70.33426668123191,12.96390755239453,42.390076238717604,nonpac
48.33922233341289,75.89181610385049,36.64171215910122,11.709101546761449,nonpac
32.50784240714855,58.66638499827473,30.87045372069194,2.0500333985733112,nonpac
30.69943339584543,46.38226740017212,28.102198835305913,4.867944324333236,nonpac
34.84647237347791,51.66052497523029,2.448689527109232,33.767524525115086,nonpac
40.287067611841316,52.603805113009656,39.54490161604352,5.902260651191075,nonpac
38.744341182775294,61.21459913020856,30.44960201383899,8.442748919118856,nonpac
49.30416407322268,50.24979740443632,7.63479723053417,41.27065173745743,nonpac
37.82843622054557,67.57487804546618,34.014446244545255,6.0525482218460684,nonpac
69.4518751575659,57.82880758839892,29.086211328852688,43.60907667934305,nonpac
15.338458648696282,32.6184858616964,12.417155914650651,3.773746429798837,nonpac
51.81758365083092,92.62037932697342,8.03394921263376,43.86523112185716,nonpac
60.34825052020438,68.51494102451407,0.9354856574942995,59.4127648640411,nonpac
24.814137604994897,45.83784034668887,23.86586534670396,1.2033614593774935,nonpac
36.661836251090556,54.15659557651071,33.55931079220261,3.2186813467269637,nonpac
50.392846125118425,61.91448940694926,3.7898444434310803,49.4055808919893,nonpac
34.98375094748674,48.79623477953303,30.213188146385725,8.490535060602557,nonpac
57.26435322768338,63.97030457076264,9.519320970661603,49.36550920007664,nonpac
64.47046767059773,88.7276084644347,3.578747035903026,60.89172063269818,nonpac
57.94255164867593,88.96212885888394,17.962656903178274,39.7051378001954,nonpac
36.11398642385825,70.28437051841621,36.920975464981105,2.287941080905485,nonpac
12.403832059595358,22.07363227956044,4.98208120579028,9.073700141178742,nonpac
36.34271321972696,40.393419918854065,31.687389930884045,14.67632970492045,nonpac
41.707814708996295,55.22282896136494,41.11430892887132,3.9549816927546195,nonpac
30.680509181725736,40.308866239610374,9.622754358017671,24.48113796058386,nonpac
59.308398376595356,84.47153353266263,48.078568987602736,11.154490824511452,nonpac
40.82373370591052,61.37322269307922,35.22731555305381,6.719697487528373,nonpac
32.977185116370855,51.3886422619632,31.111709709578786,2.5982267973367232,nonpac
34.57740361722717,59.917628547869086,34.78682045931407,7.359309183528706,nonpac
39.007102795910455,49.49369892560412,7.403976998631916,31.98039426879277,nonpac
